subject,catalog_num,title_units,description
LATINO,101-7,LATINO 101-7 College Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and introducing skills necessary to thriving at Northwestern. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
LATINO,101-8,LATINO 101-8 First-Year Writing Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and focused on the fundamentals of effective, college-level written communication. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
LATINO,201-0,LATINO 201-0 Introduction to Latina and Latino Studies (1 Unit),"Introduction to major themes and debates shaping US Latina/o communities, such as history of colonization, diverse ethnicities, debates on immigration, racialization, assimilation, and cultural resistance. Historical Studies Distro Area Interdisciplinary Distro - See Rules Social  Behavioral Sciences Distro Area"
LATINO,203-0,LATINO 203-0 Introduction to Latina & Latino Cultural Studies (1 Unit),"Introduction to representations of identity and difference through literary theories and cultural studies. Draws on diverse cultural texts such as literature, popular music, folklore, journalism, media, visual culture, and performance arts. Literature  Fine Arts Distro Area Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LATINO,218-0,LATINO 218-0 Latino History (1 Unit),"In this course, we will explore the 500-year history of Latinos in the United States—and, indeed, across the Americas—from the 16th century through the early 21st century. In its broadest sense, Latino History offers a reinterpretation of United States history that focuses on race, migration, labor, and empire. HISTORY 218-0 and LATINO 218-0 are taught together; may not receive credit for both courses. Historical Studies Distro Area"
LATINO,222-0,LATINO 222-0 Latina & Latino Youth in U.S. Cities (1 Unit),"Cultural, social, and political contexts that shape the lives of Latina/o youth in US cities, as well as Latina/o youths' ideas of self-identity and civic engagement. Social  Behavioral Sciences Distro Area"
LATINO,230-0,LATINO 230-0 Grrrls Our Mothers Warned Us About: Introduction to Latine Feminist Sexualities (1 Unit),"This course examines Latina/x femmes and feminist sexualities through a broad range of visual artworks, performance, aesthetic, sexual desires, practices of survival, visual and sonic representations that disrupt and dismantle common misrepresentations of racialized sexualities centering Latina/x femmes. These varied productions of knowledge will help us understand how norms of ethnicity, race, class, nationality, and gender shape Latina/x femmes. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline U.S. Perspectives on Power, Justice, and Equity"
LATINO,232-0,LATINO 232-0 Queer and Trans Latino Studies (1 Unit),"This course will examine the histories, theories, and cultural productions of Queer and Trans Latine/x. We will explore the construction of gender and sexuality as it intersects with race, class, immigration, and other relationships of power. This course traces the development of the field through Black feminist, women of color feminist, and queer of color critique writing and activism. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline U.S. Perspectives on Power, Justice, and Equity"
LATINO,277-0,LATINO 277-0 Introduction to Latinx Literature (1 Unit),"Survey of major writers and movements from Spanish colonial era to the present, covering a range of genres and ethnicities. ENGLISH 277-0 and SPANISH 277-0 are taught together; students may receive credit for one of these courses, and cannot be enrolled in both. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline U.S. Perspectives on Power, Justice, and Equity"
LATINO,312-0,LATINO 312-0 Latinx Chicago (1 Unit),"The Chicagoland area has long been a home for Latina/o/x communities. These communities, spanning and spilling beyond city limits, have profoundly shaped life in the Windy City. Drawing on the ever-growing interdisciplinary scholarship on Latinx Chicago, students will explore the local formation of Latinx identities, politics, and cultural production."
LATINO,342-0,LATINO 342-0 Latina and Latino Social Movements (1 Unit),"Histories and ideologies of various US Latina/o social movements. Draws upon historical, ethnographic, autobiographical, and documentary accounts. Ethics  Values Distro Area Interdisciplinary Distro - See Rules Social  Behavioral Sciences Distro Area"
LATINO,391-0,LATINO 391-0 Topics in Latina and Latino History (1 Unit),"Historical approach to US Latina/o lives and communities, such as history of Latina/o Chicago, labor history, and immigration. Content varies; may be repeated for credit with different topic. Historical Studies Distro Area"
LATINO,392-0,LATINO 392-0 Topics in Latina and Latino Social and Political Issues (1 Unit),"Social and political issues affecting US Latina/o communities. May include quantitative or qualitative methods, or both. Topics may include electoral politics, immigration, and race and demography. Content varies; may be repeated for credit with different topic. Ethics  Values Distro Area Interdisciplinary Distro - See Rules Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
LATINO,393-0,LATINO 393-0 Topics in Latina and Latino Text and Representation (1 Unit),"The politics of representation in mainstream and Latina/o media, literature, visual culture, popular music, and performance arts. Content varies; may be repeated for credit with different topic. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline LATINO 395-0 Capstone Seminar in Latina & Latino Studies (1-3 Units) Advanced course synthesizing the state of current research. Questions the boundaries of Latina/o studies. Contextualizes research and topics in relation to other ethnic studies, gender/queer studies, and diaspora studies. Primarily for majors and graduate students."
LATINO,399-0,LATINO 399-0 Independent Study in Latina and Latino Studies (1 Unit),"Reading, research, and/or tutorials for students pursuing projects outside the context of regularly offered courses. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
LDRSHP,204-0,LDRSHP 204-0 Paradigms and Strategies of Leadership (1 Unit),"ULP students' introduction to six foundational leadership assets: asking powerful questions, navigating and leading amid change, inspiring others through narrative, mobilizing difference to maximize team performance, thriving in collaborative and hierarchical settings, and responding to setbacks and failure with resilience. Components include weekly lectures, guest speakers, and discussion groups."
LDRSHP,304-0,LDRSHP 304-0 Leading From Design (1 Unit),"Through readings, small group discussion, one-on-one coaching, self-assessment and reflecting on leadership and other life experiences, this course builds on the themes, models and concepts introduced in LDRSHP 204-0 (Paradigms and Strategies of Leadership), to help students develop a deeper self-awareness that serves as the foundation for the construction of their own individual leadership model. LDRSHP 395-0 Special Topics in Leadership (0-1 Unit) Topics suggested by students or faculty members and approved by the department."
LDRSHP,396-0,LDRSHP 396-0 Field Studies in Leadership (2 Units),"The Field Study in Leadership is built around a practical leadership experience the student attains or creates. The student must receive instructor approval beforehand. The minimum requirements for a field study experience to be approved are as follows:   1) The endeavor must be one where the student doing the field study is mobilizing and collaborating with a group of at least 3 people (other than the student themselves) to accomplish a common purpose, goal, or objective.   2) The student must spend at least 160 hours leading the endeavor.  Through readings, written assignments, small group discussion, and one-on-one coaching, the course helps students process their experience and better understand the perspective of those they hope to lead."
LDRSHP,399-0,LDRSHP 399-0 Leadership Independent Study (1 Unit),"Independent study on a Leadership subject supervised by a faculty member and concluding with a final report or project. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
LEGAL_ST,101-7,LEGAL_ST 101-7 College Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and introducing skills necessary to thriving at Northwestern. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
LEGAL_ST,101-8,LEGAL_ST 101-8 First-Year Writing Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and focused on the fundamentals of effective, college-level written communication. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
LEGAL_ST,206-0,LEGAL_ST 206-0 Law and Society (1 Unit),"Introduction to the role of law in American society and the influence of society on law. Courts, the legal profession, law enforcement, inequality, and social change. Taught with SOCIOL 206-0 ; may not receive credit for both courses. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,207-0,LEGAL_ST 207-0 Legal Studies Research Methods (1 Unit),"Introduction to research methodologies used in interdisciplinary legal studies, including jurisprudence and legal reasoning, qualitative and quantitative social science methods, and historical and textual analysis. SOCIOL 227-0 and LEGAL_ST 207-0 are taught together; may not receive credit for both courses. LEGAL_ST 206-0 or SOCIOL 206-0 . Advanced Expression Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
LEGAL_ST,221-0,LEGAL_ST 221-0 Famous American Trials (1 Unit),"Course explores several famous American trials to examine key themes in American political, legal, social, economic, and cultural history. We will focus largely on the twentieth century—a period of multiple “Trials of the Century” —to see how each trial crystallized broader political and social tensions over ethnicity, gender, race, religion, politics, sexuality, and social status. LEGAL_ST 221-0 and HISTORY 221-0 are taught together; may not receive credit for both. Historical Studies Distro Area Historical Studies Foundational Discipline U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,248-0,LEGAL_ST 248-0 Global Legal History (1 Unit),"This course examines four aspects of global legal history: 1) the imperial roots of international legal regimes and global governance; 2) the transnational history of laws on corporations and intellectual property; 3) the evolution of ideas about personhood and citizenship, including slavery, indigeneity, and artificial intelligence; and 4) the role of state borders and military monopolies. HISTORY 248-0 and LEGAL_ST 248-0 are taught together; may not receive credit for both. Global Perspectives on Power, Justice, and Equity Historical Studies Distro Area Historical Studies Foundational Discipline Social and Behavioral Science Foundational Discipl"
LEGAL_ST,276-0,LEGAL_ST 276-0 Introductory Topics in Legal Studies (1 Unit),May be repeated for credit with different topics.
LEGAL_ST,305-0,LEGAL_ST 305-0 American Immigration (1 Unit),"Themes in history of immigration, especially from Europe, Latin America, and Asia. Law, racial formation, acculturation, transnational and international contexts, competing notions of citizenship. HISTORY 305-0 and LEGAL_ST 305-0 are taught together; may not receive credit for both courses. Historical Studies Distro Area Historical Studies Foundational Discipline U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,308-0,LEGAL_ST 308-0 Sociology of Law (1 Unit),"Sociological analysis of legal institutions such as courts, the police, and lawyers. Law, inequality, and social change. Taught with SOCIOL 318-0 ; may not receive credit for both courses. Advanced Expression Ethical and Evaluative Thinking Foundational Disci Ethics  Values Distro Area Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,309-0,LEGAL_ST 309-0 Political Theories of the Rule of Law (1 Unit),Key documents and debates in the development of theories of law and jurisprudence. From Aeschylus to contemporary democratic and legal theories and major court cases on topics ranging from torture to Title IX. POLI_SCI 309-0 and LEGAL_ST 309-0 are taught together; may not receive credit for both courses. Ethical and Evaluative Thinking Foundational Disci Ethics  Values Distro Area
LEGAL_ST,315-0,LEGAL_ST 315-0 Corporation in US Law and Culture (1 Unit),Tracing the evolution of the corporate person in the United States from the colonial era to the present: both the evolving legal rights and responsibilities of the corporation and the role that corporations have played in the American cultural imagination. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl
LEGAL_ST,318-1,LEGAL_ST 318-1 Legal and Constitutional History of the United States: Colonial Period to 1850 (1 Unit),"Colonial period - 1850. Development of legal institutions, constitutionalism, law and social change, law and economic development. Taught with HISTORY 318-1 ; may not receive credit for both courses. Historical Studies Distro Area Historical Studies Foundational Discipline U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,318-2,LEGAL_ST 318-2 Legal and Constitutional History of the United States: Since 1850 (1 Unit),"1850 - present. Law in industrial society: administration, race relations, corporations, environmental protection, civil liberties. Taught with HISTORY 318-2 ; may not receive credit for both courses. Historical Studies Distro Area Historical Studies Foundational Discipline U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,320-0,LEGAL_ST 320-0 The Fourteenth Amendment (1 Unit),"The Fourteenth Amendment's role in defining and protecting citizenship, privileges and immunities, due process, and equal protection from its nineteenth-century origins to the present. HISTORY 320-0 and LEGAL_ST 320-0 are taught together; may not receive credit for both courses. Historical Studies Distro Area Historical Studies Foundational Discipline U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,331-0,LEGAL_ST 331-0 Politics of the Supreme Court (1 Unit),"Operation of appellate courts, with emphasis on the US Supreme Court. Decision making by appellate courts and the development of public policy. POLI_SCI 220-0 or POLI_SCI 230-0 . LEGAL_ST 331-0 and POLI_SCI 331-0 are taught together; may not receive credit for both courses."
LEGAL_ST,332-0,LEGAL_ST 332-0 Constitutional Law I (1 Unit),"Introduction to interpretation of the US Constitution by the Supreme Court. Judicial review, federalism, congressional and executive authority, separation of powers. Taught with POLI_SCI 332-0 ; may not receive credit for both courses. POLI_SCI 220-0 or POLI_SCI 230-0 . Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
LEGAL_ST,333-0,LEGAL_ST 333-0 Constitutional Law II: Civil and Political Rights (1 Unit),"Consideration of US Supreme Court decisions dealing with civil and political rights, including equality, freedom of speech, and freedom of religion. LEGAL_ST 333-0 and POLI_SCI 333-0 are taught together; may not receive credit for both courses. POLI_SCI 220-0 or POLI_SCI 230-0 . Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,340-0,"LEGAL_ST 340-0 Gender, Sexuality, and the Law (1 Unit)","Examination of the changing role of law in governing gender and sexual relations in America. Legal definitions of gender and sexuality in the household, the marketplace, and the state. GNDR_ST 340-0 and LEGAL_ST 340-0 are taught together; may not receive credit for both courses. Historical Studies Distro Area Interdisciplinary Distro - See Rules Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,342-0,LEGAL_ST 342-0 International Organizations (1 Unit),"An examination of the politics, law, and history of international organizations from the 20th century to the present. Emphasis on the main inter-governmental organizations including the United Nations, the WTO, the WHO, and international courts. POLI_SCI 342-0 and LEGAL_ST 342-0 are taught together; may not receive credit for both courses. POLI_SCI 240-0 or consent of instructor. Social  Behavioral Sciences Distro Area"
LEGAL_ST,347-0,LEGAL_ST 347-0 Comparative Race & Ethnicity (1 Unit),"Comparative history of Latinos, Asian Americans, African Americans, and white ethnics in the 20th century United States; role of law, politics, and society in shaping and being shaped by racial and ethnic categories. Historical Studies Distro Area Historical Studies Foundational Discipline U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,348-0,"LEGAL_ST 348-0 Race, Politics, and the Law (1 Unit)","Current role of race and racism from multiple disciplinary perspectives. Application to contemporary legal and political issues. How law deals with racial inequality. LEGAL_ST 348-0 and SOCIOL 348-0 are taught together; may not receive credit for both courses. LEGAL_ST 206-0 , SOCIOL 206-0 , SOCIOL 208-0 , LEGAL_ST 308-0 , or SOCIOL 318-0 . Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,350-0,LEGAL_ST 350-0 Psychology and the Law (1 Unit),"Examines the application of psychology to law, including topics such as the insanity defense, criminal profiling, eyewitness testimony, and interrogation. Taught with PSYCH 340-0 ; may not receive credit for both courses. PSYCH 110-0 . Ethical and Evaluative Thinking Foundational Disci Ethics  Values Distro Area Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,356-0,LEGAL_ST 356-0 Constitutional Challenges in Comparative Perspective (1 Unit),"Constitutional controversies and resolutions in liberal democracies. Constitutional traditions and governance, rule of law, legitimacy and authority in diverse societies, human rights, social transformation. POLI_SCI 356-0 and LEGAL_ST 356-0 are taught together; may not receive credit for both courses. Global Perspectives on Power, Justice, and Equity Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
LEGAL_ST,360-0,LEGAL_ST 360-0 Animal Law (1 Unit),"Survey of laws, regulations, and cultural norms regarding nonhuman animals and animal ownership in the United States. History of animal protection movement, wildlife regulation, hunting and fishing rights, livestock care and slaughter, animal experimentation, anti-cruelty legislation, and companion animal law. ENVR_POL 360-0 and LEGAL_ST 360-0 are taught together; may not receive credit for both courses. LEGAL_ST 206-0 or POLI_SCI 230-0 , or instructor approval. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
LEGAL_ST,376-0,LEGAL_ST 376-0 Topics in Legal Studies (1 Unit),May be repeated for credit with different topics.
LEGAL_ST,381-0,LEGAL_ST 381-0 Children and the Law (1 Unit),"Examines from a developmental perspective research on children's involvement in the legal system as decision makers, witnesses, victims, and perpetrators. Taught with PSYCH 381-0 ; may not receive credit for both courses. PSYCH 205-0 , PSYCH 244-0 . Social  Behavioral Sciences Distro Area"
LEGAL_ST,383-0,"LEGAL_ST 383-0 Gender, Sexuality and The Carceral State (1 Unit)","Traces the rise of the carceral state in the United States from the 1970s to the present through the lens of gender and sexuality. Topics include policing, incarceration, social services, criminal law, and social change. No Prerequisites. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LEGAL_ST,394-LK,LEGAL_ST 394-LK Professional Linkage Seminar (1 Unit),Varied legal topics taught by practitioners. May be repeated for credit with different topics.
LEGAL_ST,398-1,LEGAL_ST 398-1 Advanced Research Seminar 1 (1 Unit),Exposure to theoretical and empirical approaches to the study of law and legal institutions in society; preparation of original thesis. Consecutive enrollment required in LEGAL_ST 398-2 . LEGAL_ST 207-0 and acceptance to program as major. Advanced Expression
LEGAL_ST,398-2,LEGAL_ST 398-2 Advanced Research Seminar 2 (1 Unit),Preparation and presentation of original thesis. LEGAL_ST 398-1 within the same academic year. Advanced Expression
LEGAL_ST,399-0,LEGAL_ST 399-0 Independent Study (1 Unit),"Readings and conferences on special subjects for students pursuing a specific area of interest in legal studies. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
LING,101-7,LING 101-7 College Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and introducing skills necessary to thriving at Northwestern. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
LING,101-8,LING 101-8 First-Year Writing Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and focused on the fundamentals of effective, college-level written communication. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
LING,220-0,LING 220-0 Language and Society (1 Unit),"Introduction to linguistic variation and change from a variety of perspectives on social processes. How language can be connected with social group membership and viewed as a tool used in social practice to construct identity. These issues are explored through the quantitative analysis of linguistic variation in a social context. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LING,221-0,LING 221-0 Language and Prejudice (1 Unit),"Exploration of language variation in the US context, attitudes toward different language varieties, and the research methods used to study these. Topics include linguistic prejudice and discrimination, language ideologies, and language and the law. Ethics  Values Distro Area"
LING,222-0,"LING 222-0 Language, Politics, and Identity (1 Unit)","Role of language in constructing, preserving, and manipulating political and national identities. Topics include language discrimination, linguistic nationalism, language and religion, alphabet issues, dialect issues. Regional content varies. LING 222-0 and SLAVIC 222-0 are taught together; may not receive credit for both courses. Ethics  Values Distro Area Historical Studies Distro Area Interdisciplinary Distro - See Rules"
LING,223-0,LING 223-0 Language & Gender (1 Unit),"Exploration of socially and linguistically significant differences in the language used by/about/to men and women, focusing on the role of language in constructing gender as part of local communities of practice. Taught with GNDR_ST 234-0 ; may not receive credit for both courses. Social  Behavioral Sciences Distro Area"
LING,250-0,LING 250-0 Sound Patterns in Human Language (1 Unit),"Introduction to phonetics and phonology. Description and classification of speech sounds in terms of articulation, acoustics, and perception. Similarities and differences of sound patterns across languages. Introduction to speech technology. Natural Sciences Distro Area Natural Sciences Foundational Discipline"
LING,260-0,LING 260-0 Formal Analysis of Words & Sentences (1 Unit),Formal structure of words (morphology) and sentences (syntax) in natural language. Biological basis of human language. Empirical and Deductive Reasoning Foundational Dis Formal Studies Distro Area
LING,270-0,LING 270-0 Meaning (1 Unit),How information is encoded in words and sentences and how speakers and listeners use language to communicate. Empirical and Deductive Reasoning Foundational Dis Formal Studies Distro Area
LING,300-0,LING 300-0 Topics in Linguistics (1 Unit),Topics in linguistic theory. Content varies. May be repeated for credit with different topic.
LING,312-0,LING 312-0 Experimental Sociolinguistics (1 Unit),"Experimental approaches to the social meaning of language. Discussion of sociolinguistic research questions best suited to the use of experimental methods. Investigation of theoretical and methodological contributions of experimental work to sociolinguistic theory. Social inferences based on language, social expectations’ influence on linguistic perception, roles of experiences, stereotypes and attitudes on language, awareness and control in sociolinguistic perception. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LING,315-0,LING 315-0 Experimental Approaches to Word Form Processing (1 Unit),Experimental techniques and theoretical models for analyzing perception and production of spoken and written word forms. Access to the mental lexicon in perception and production. Advanced Expression Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl
LING,316-0,LING 316-0 Experimental Syntax (1 Unit),Experimental methodologies and theories of sentence comprehension. Studies of syntactic structures in sentence comprehension. Social  Behavioral Sciences Distro Area
LING,317-0,LING 317-0 Experimental Pragmatics (1 Unit),Experimental methodologies for analyzing the role of context in utterance production and comprehension. Taught with PSYCH 460-0 . Social  Behavioral Sciences Distro Area
LING,320-0,LING 320-0 Sociolinguistics (1 Unit),"Overview of classic and contemporary work in sociolinguistics. How quantitative methods in linguistics can be coupled with social theoretic insights to engage questions in linguistic variation and change, stylistic practice, how language reflects, reinforces, or contests social inequalities. Advanced Expression Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
LING,321-0,LING 321-0 Bilingualism (1 Unit),"Cognitive, linguistic, neuroscientific, and computational aspects of the acquisition, representation, and processing of two or more languages in an individual's mind/brain. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
LING,327-0,LING 327-0 Language & Sexuality (1 Unit),"The use of language to construct sexual identity, focusing on the language of and about members of LGBTQ+ community. Topics include heteronormativity, identity labels and categories, gender vs. sex vs. sexuality, and cross-cultural sexual diversity. Taught with LING 327-0 ; may not receive credit for both courses."
LING,330-0,LING 330-0 Research Methods in Linguistics (1 Unit),"Methods of linguistic data collection, management, and analysis with an emphasis on the use of computational, experimental, and statistical methods. Empirical and Deductive Reasoning Foundational Dis Formal Studies Distro Area Social  Behavioral Sciences Distro Area"
LING,331-0,LING 331-0 Text Processing for Linguists (1 Unit),"A practical introduction to programming and the analysis of natural language text for students with little-to-no programming background. Students will learn Unix command line tools, basic programming in Python, concepts like abstraction and decomposition, how to clean and organize linguistic datasets, and methods from computational linguistics. In their final project, students curate and analyze a new dataset. Formal Studies Distro Area"
LING,334-0,LING 334-0 Introduction to Computational Linguistics (1 Unit),"​Hands-on introduction to computational methods in empirical linguistic analysis and natural language processing. Topics include language modeling, text classification, linguistic annotation, and computational semantics. Students will implement and apply computational models to real linguistic datasets, and conclude the course with a final project. COMP_SCI 110-0 or LING 331-0 , or consent of instructor. Programming experience required. Empirical and Deductive Reasoning Foundational Dis Formal Studies Distro Area"
LING,341-0,LING 341-0 Language Typology (1 Unit),A comparison of varying and universal features of the world's languages. Formal Studies Distro Area
LING,342-0,LING 342-0 Structure of Various Languages (1 Unit),"Phonological, morphological, or syntactic structure of a particular language. May be repeated for credit with change in language. Prerequistite: any 200 level course in linguistics, graduate standing or consent of instructor. Formal Studies Distro Area"
LING,350-0,LING 350-0 Fundamentals of Laboratory Phonology (1 Unit),"Sound patterns of diverse languages and their expression in articulatory and acoustic phonetics. Syllable structure, phonotactics, morpho-phonological alternation, stress. Fundamentals of laboratory methods and the quantitative analysis of speech data. Natural Sciences Distro Area Natural Sciences Foundational Discipline"
LING,360-0,LING 360-0 Fundamentals of Syntax (1 Unit),"Fundamental principles of theoretical syntax. Phrase structure, argument structure, movement operations. Emphasis on argumentation, hypothesis formation and testing, and analytic methods. LING 260-0 . Formal Studies Distro Area"
LING,363-0,LING 363-0 Making a Dictionary: The Northwestern Project (1 Unit),"Creation of an online dictionary of Northwestern jargon, slang, etc. Learning about the connection between language, society, and identity; sociolinguistic fieldwork; lexicography; politics of dictionaries; culture and power of book form vs. digital. LING 363-0 and SLAVIC 322-0 are taught together; may not receive credit for both courses. Social  Behavioral Sciences Distro Area"
LING,370-0,LING 370-0 Fundamentals of Meaning (1 Unit),"Theoretical approaches to the study of linguistic meaning. Topics include word meaning, argument and event structure, sentence meaning, truth conditions, and inference types (e.g., entailment, implicature, presupposition). Prerequistite: any 200 level course in linguistics, graduate standing or consent of instructor. Formal Studies Distro Area"
LING,371-0,LING 371-0 Reference (1 Unit),"Linguistic and philosophical approaches to the study of reference, focusing on the role of context in the use and interpretation of referring expressions. Topics include definiteness, common ground, genericity, deixis, and anaphora. Formal Studies Distro Area"
LING,372-0,LING 372-0 Pragmatics (1 Unit),"Introduction to extra-semantic meaning, focusing on the role of context in utterance production and interpretation. Topics include the semantics-pragmatics boundary, implicature, presupposition, speech acts, reference, and information structure."
LING,373-0,LING 373-0 Implicature (1 Unit),"An interdisciplinary approach to the study of extra-semantic meaning, drawing on primary readings from linguistics, philosophy, and psychology. Topics include conversational and conventional implicature, explicature, impliciture, and the semantics-pragmatics boundary. Social  Behavioral Sciences Distro Area"
LING,380-0,LING 380-0 Spoken English for Nonnative Speakers (0 Unit),"Conversational English addressing all oral language skills; primarily for international graduate students and postdoctoral trainees who are nonnative speakers of English, or native speakers of an English dialect not commonly used in the 50 US states. Content varies."
LING,381-0,LING 381-0 Written English for Nonnative Speakers (0 Unit),"Written argumentation skills and all aspects of academic writing; primarily for international graduate students and postdoctoral trainees who are nonnative speakers of English, or native speakers of an English dialect not commonly used in the 50 US states. Content varies."
LING,398-0,LING 398-0 Undergraduate Seminar in Linguistics (1 Unit),"By invitation of the department. For students of superior ability, with choice of topic left to the group."
LING,399-0,LING 399-0 Independent Study (1 Unit),"© 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
LOC,211-0,LOC 211-0 Intro to Organization Theory & Practice (1 Unit),Examines major organizational behavior theories and practices through organizational analysis.
LOC,213-0,LOC 213-0 Cognition in Contexts (1 Unit),There are two goals for this course: (1) to equip you with some concepts and methods about cognition and learning that are useful for studying these phenomena ‘in the wild’ and then (2) to put these concepts and methods to use in a design/change project of your own.
LOC,214-0,LOC 214-0 Culture and Cognition (1 Unit),Research and theory on the interrelatedness of culture and thought. Combined with LRN_SCI 214-0 ; may not receive credit for both courses.
